session_id,customer_id,session_start,session_end,pages_viewed,device
S70359,C1052,2024-01-14 14:14:00,2024-01-14 17:59:00,4.0,web
S70360,C1254,2023-04-25 04:55:00,2023-04-25 05:31:00,10.0,desktop
S70361,C1640,24/12/2023 07:26,2023-12-24 09:23:00,10.0,web
S70362,C1306,21/04/2023 04:28,2023-04-21 07:16:00,10.0,web
S70363,C1764,2024-02-17 18:32:00,2024-02-17 19:57:00,10.0,desktop
S70364,C1763,2024-04-08 12:11:00,2024-04-08 14:59:00,4.0,desktop
S70365,C1352,2025-02-27 05:50:00,2025-02-27 07:14:00,10.0,web
S70366,C1385,2025-02-13 18:22:00,2025-02-13 22:19:00,4.0,desktop
S70367,C1207,2024-05-25 23:40:00,2024-05-26 02:43:00,2.0,mobile
S70368,C1704,2024-08-21 09:31:00,2024-08-21 12:12:00,3.0,ios
S70369,C1246,2023-10-14 11:02:00,2023-10-14 11:35:00,3.0,desktop
S70370,C1211,22/07/2024 01:40,2024-07-22 01:54:00,10.0,web
S70371,C1796,31/07/2024 20:32,2024-07-31 23:11:00,5.0,desktop
S70372,C1553,2024-09-23 14:07:00,2024-09-23 16:57:00,10.0,mobile
S70373,C1591,2024-04-22 07:41:00,2024-04-22 10:55:00,5.0,android app
S70374,C1154,14/08/2023 02:48,2023-08-14 03:15:00,,desktop
S70375,C1250,2023-12-11 15:06:00,2023-12-11 17:55:00,,web
S70376,C1307,2024-03-10 01:57:00,2024-03-10 04:12:00,10.0,android
S70377,C1638,12/10/2023 05:24,2023-10-12 08:23:00,10.0,desktop
S70378,C1368,26/03/2023 08:53,2023-03-26 09:01:00,10.0,mobile
S70379,C1141,2025-02-27 08:28:00,,5.0,android
S70380,C1285,2023-03-31 13:21:00,2023-03-31 17:17:00,1.0,desktop
S70381,C1787,2023-02-07 08:16:00,2023-02-07 09:18:00,2.0,android app
S70382,C1328,23/02/2025 03:23,2025-02-23 04:10:00,4.0,mobile
S70383,C1462,09/07/2023 13:16,2023-07-09 15:26:00,1.0,desktop
S70384,C1054,2023-10-18 11:43:00,2023-10-18 13:51:00,4.0,ios
S70385,C1347,06/11/2024 16:47,2024-11-06 20:37:00,,mobile
S70386,C1078,10/10/2024 04:38,2024-10-10 05:10:00,3.0,desktop
S70387,C1324,29/02/2024 23:38,2024-03-01 02:33:00,4.0,ios
S70388,C1345,20/10/2023 23:23,2023-10-20 23:42:00,,android
S70389,C1739,21/09/2023 02:42,2023-09-21 03:51:00,2.0,web
S70390,C1481,20/11/2024 18:51,2024-11-20 19:59:00,4.0,android app
S70391,C1543,2023-04-28 07:59:00,2023-04-28 10:37:00,2.0,mobile
S70392,C1653,17/01/2025 14:35,2025-01-17 15:30:00,10.0,android app
S70393,C1136,2023-02-15 08:38:00,2023-02-15 08:39:00,5.0,desktop
S70394,C1412,2024-06-02 15:53:00,2024-06-02 16:32:00,5.0,android app
S70395,C1196,2024-03-14 04:01:00,2024-03-14 06:48:00,2.0,android
S70396,C1548,09/09/2024 06:51,2024-09-09 06:56:00,5.0,android app
S70397,C1556,14/07/2024 06:28,2024-07-14 08:37:00,,mobile
S70398,C1007,2023-09-10 19:25:00,2023-09-10 21:12:00,4.0,mobile
S70399,C1655,2023-11-30 23:10:00,2023-12-01 02:45:00,2.0,android app
S70400,C1207,16/11/2023 05:52,2023-11-16 06:20:00,10.0,android
S70401,C1170,01/05/2024 21:26,2024-05-01 23:01:00,4.0,mobile
S70402,C1275,03/01/2023 22:51,2023-01-03 23:51:00,,web
S70403,C1693,2024-05-12 09:42:00,2024-05-12 13:18:00,10.0,android app
S70404,C1756,2024-11-23 03:19:00,2024-11-23 05:13:00,4.0,android app
S70405,C1148,23/03/2024 08:54,2024-03-23 12:26:00,,mobile
S70406,C1475,20/02/2025 08:00,2025-02-20 11:31:00,5.0,ios
S70407,C1090,2023-06-24 13:44:00,2023-06-24 15:03:00,,web
S70408,C1386,07/05/2023 06:22,2023-05-07 07:02:00,1.0,ios
S70409,C1112,15/07/2023 09:09,2023-07-15 11:02:00,1.0,mobile
S70410,C1681,2023-11-30 11:21:00,2023-11-30 14:04:00,2.0,desktop
S70411,C1537,2024-01-30 02:35:00,2024-01-30 03:53:00,3.0,desktop
S70412,C1765,22/07/2023 04:52,2023-07-22 07:49:00,10.0,android app
S70413,C1687,16/03/2024 23:09,,1.0,android app
S70414,C1399,01/04/2023 06:34,2023-04-01 08:21:00,3.0,desktop
S70415,C1791,2023-09-19 03:55:00,2023-09-19 06:04:00,1.0,ios
S70416,C1164,05/12/2024 11:22,2024-12-05 12:36:00,5.0,ios
S70417,C1732,2023-03-16 00:36:00,2023-03-16 01:00:00,2.0,android
S70418,C1704,14/11/2024 11:17,2024-11-14 11:42:00,2.0,ios
S70419,C1523,2023-05-16 20:23:00,2023-05-16 22:24:00,5.0,mobile
S70420,C1647,02/03/2025 04:55,2025-03-02 07:25:00,3.0,android
S70421,C1386,07/05/2024 10:00,2024-05-07 13:49:00,,mobile
S70422,C1593,12/01/2024 12:57,2024-01-12 14:24:00,2.0,android app
S70423,C1473,08/07/2024 16:40,2024-07-08 20:00:00,,android
S70424,C1753,2023-03-05 16:57:00,2023-03-05 18:31:00,,web
S70425,C1256,08/10/2023 20:56,2023-10-09 00:36:00,3.0,mobile
S70426,C1492,22/06/2024 05:44,2024-06-22 07:43:00,4.0,desktop
S70427,C1427,2023-01-14 14:10:00,2023-01-14 15:24:00,4.0,web
S70428,C1740,27/04/2024 02:09,2024-04-27 02:29:00,1.0,desktop
S70429,C1184,2024-02-05 06:13:00,2024-02-05 08:55:00,1.0,web
S70430,C1220,2023-11-11 01:44:00,2023-11-11 02:53:00,10.0,ios
S70431,C1647,2024-11-10 05:42:00,2024-11-10 08:02:00,10.0,desktop
S70432,C1480,25/09/2024 06:31,2024-09-25 06:46:00,10.0,mobile
S70433,C1025,26/06/2024 03:46,2024-06-26 05:50:00,,desktop
S70434,C1214,12/09/2023 04:26,2023-09-12 07:47:00,3.0,android
S70435,C1700,2024-04-26 05:28:00,2024-04-26 07:46:00,10.0,web
S70436,C1569,11/09/2023 07:09,2023-09-11 07:38:00,4.0,ios
S70437,C1352,24/02/2024 04:28,2024-02-24 08:09:00,4.0,ios
S70438,C1667,02/04/2024 23:27,2024-04-03 03:16:00,3.0,ios
S70439,C1285,25/03/2024 09:27,2024-03-25 10:48:00,2.0,android
S70440,C1480,21/09/2024 10:58,,5.0,web
S70441,C1573,02/06/2024 16:55,2024-06-02 18:02:00,3.0,ios
S70442,C1775,07/05/2023 18:40,2023-05-07 22:36:00,3.0,web
S70443,C1454,2023-10-27 12:34:00,2023-10-27 12:29:00,10.0,mobile
S70444,C1770,02/04/2024 20:45,,,android
S70445,C1711,2024-04-13 09:37:00,2024-04-13 10:12:00,2.0,android
S70446,C1189,03/12/2024 04:36,2024-12-03 08:11:00,4.0,android app
S70447,C1423,24/10/2023 08:38,2023-10-24 11:07:00,5.0,ios
S70448,C1539,17/09/2024 06:50,2024-09-17 09:56:00,3.0,web
S70449,C1098,16/03/2023 06:26,2023-03-16 08:45:00,2.0,ios
S70450,C1584,15/05/2024 11:40,2024-05-15 12:57:00,2.0,ios
S70451,C1193,21/05/2024 05:55,2024-05-21 08:12:00,4.0,mobile
S70452,C1125,2025-01-15 12:26:00,2025-01-15 16:18:00,2.0,mobile
S70453,C1625,2024-05-31 08:45:00,2024-05-31 10:18:00,3.0,ios
S70454,C1158,2024-09-10 00:58:00,2024-09-10 02:38:00,1.0,web
S70455,C1183,04/12/2024 10:14,2024-12-04 11:42:00,5.0,android
S70456,C1741,19/02/2024 20:27,,,web
S70457,C1585,2024-03-25 20:32:00,2024-03-25 23:43:00,5.0,android
S70458,C1287,2023-08-03 05:02:00,,10.0,mobile
S70459,C1092,2023-07-15 02:25:00,,3.0,mobile
S70460,C1790,07/05/2023 22:45,2023-05-07 23:19:00,5.0,ios
S70461,C1729,2025-03-06 06:55:00,2025-03-06 09:58:00,4.0,desktop
S70462,C1179,2023-04-20 15:28:00,2023-04-20 18:28:00,10.0,desktop
S70463,C1718,03/09/2024 00:21,2024-09-03 04:08:00,,mobile
S70464,C1228,07/09/2023 09:02,,1.0,web
S70465,C1142,01/08/2023 17:43,2023-08-01 19:56:00,1.0,ios
S70466,C1522,30/06/2024 07:12,2024-06-30 07:50:00,2.0,mobile
S70467,C1771,2023-07-24 03:41:00,2023-07-24 06:07:00,4.0,ios
S70468,C1713,23/11/2023 21:56,2023-11-23 23:31:00,2.0,web
S70469,C1000,2025-01-15 03:32:00,2025-01-15 03:44:00,3.0,desktop
S70470,C1782,17/01/2023 03:25,2023-01-17 05:48:00,5.0,web
S70471,C1401,17/02/2024 08:34,2024-02-17 12:03:00,,desktop
S70472,C1189,2023-01-12 05:15:00,2023-01-12 07:06:00,10.0,mobile
S70473,C1356,2024-03-09 04:34:00,2024-03-09 05:11:00,,desktop
S70474,C1246,01/03/2023 03:55,2023-03-01 07:27:00,,mobile
S70475,C1701,2024-09-03 07:32:00,2024-09-03 09:11:00,2.0,android app
S70476,C1593,25/06/2024 22:47,2024-06-26 02:20:00,2.0,android app
S70477,C1256,2024-09-21 20:55:00,2024-09-21 23:50:00,4.0,mobile
S70478,C1749,10/01/2024 06:04,2024-01-10 09:16:00,10.0,android
S70479,C1097,2023-04-23 11:17:00,2023-04-23 13:59:00,3.0,android
S70480,C1513,2025-03-04 21:57:00,2025-03-05 00:27:00,1.0,web
S70481,C1369,2023-09-04 18:30:00,2023-09-04 21:42:00,,desktop
S70482,C1281,11/07/2024 03:23,2024-07-11 04:19:00,3.0,android app
S70483,C1349,2024-05-11 07:16:00,2024-05-11 09:20:00,3.0,ios
S70484,C1376,2023-03-30 10:37:00,2023-03-30 11:10:00,5.0,desktop
S70485,C1284,2023-03-28 00:43:00,2023-03-28 02:20:00,10.0,mobile
S70486,C1065,2024-01-22 13:00:00,2024-01-22 16:23:00,5.0,web
S70487,C1552,27/05/2024 13:54,2024-05-27 14:09:00,10.0,android
S70488,C1627,07/07/2023 07:45,,3.0,android
S70489,C1168,2024-01-25 11:03:00,2024-01-25 11:51:00,1.0,desktop
S70490,C1325,2023-10-24 12:02:00,2023-10-24 14:27:00,4.0,web
S70491,C1551,25/05/2023 13:58,2023-05-25 16:22:00,5.0,desktop
S70492,C1542,2024-10-30 05:51:00,2024-10-30 09:08:00,10.0,android
S70493,C1244,2023-05-27 09:55:00,2023-05-27 11:39:00,4.0,android
S70494,C1087,21/05/2024 17:40,2024-05-21 20:23:00,2.0,desktop
S70495,C1267,11/09/2024 04:09,,4.0,android
S70496,C1784,11/12/2023 03:40,2023-12-11 05:45:00,5.0,desktop
S70497,C1003,2025-03-11 17:44:00,2025-03-11 18:03:00,3.0,android app
S70498,C1052,30/05/2023 13:41,2023-05-30 17:32:00,5.0,web
S70499,C1237,12/04/2023 07:21,2023-04-12 09:39:00,5.0,web
S70500,C1355,14/02/2023 13:08,2023-02-14 13:44:00,5.0,android app
S70501,C1411,2023-03-08 01:33:00,2023-03-08 03:40:00,3.0,android
S70502,C1230,24/10/2023 01:04,2023-10-24 02:08:00,5.0,android app
S70503,C1028,2023-11-27 15:54:00,,1.0,android
S70504,C1207,2024-09-20 18:31:00,2024-09-20 20:13:00,2.0,android
S70505,C1162,2024-10-29 00:25:00,2024-10-29 02:32:00,4.0,android app
S70506,C1517,2023-05-20 22:39:00,2023-05-21 02:09:00,1.0,ios
S70507,C1154,20/06/2024 02:02,2024-06-20 02:02:00,,web
S70508,C1441,31/07/2024 19:30,2024-07-31 22:14:00,1.0,android app
S70509,C1486,2024-10-19 11:11:00,2024-10-19 11:11:00,1.0,android
S70510,C1195,08/03/2024 16:25,2024-03-08 17:33:00,,mobile
S70511,C1334,2024-03-04 11:03:00,2024-03-04 13:46:00,10.0,android app
S70512,C1683,2024-06-30 06:26:00,2024-06-30 09:16:00,2.0,desktop
S70513,C1310,19/07/2024 02:48,2024-07-19 03:15:00,3.0,android app
S70514,C1627,05/02/2024 17:59,2024-02-05 21:45:00,10.0,android app
S70515,C1009,20/11/2024 05:07,2024-11-20 06:49:00,5.0,web
S70516,C1315,2023-10-25 01:28:00,2023-10-25 03:43:00,3.0,ios
S70517,C1457,2023-08-20 15:12:00,2023-08-20 18:13:00,1.0,web
S70518,C1593,2023-02-25 16:43:00,2023-02-25 19:35:00,10.0,android
S70519,C1773,09/04/2024 02:59,2024-04-09 06:13:00,2.0,ios
S70520,C1559,15/10/2023 06:37,2023-10-15 07:41:00,10.0,mobile
S70521,C1389,19/01/2023 06:39,2023-01-19 09:19:00,10.0,android app
S70522,C1368,2023-01-11 19:57:00,2023-01-11 22:45:00,1.0,web
S70523,C1453,08/06/2023 00:58,2023-06-08 04:46:00,3.0,web
S70524,C1102,23/02/2023 10:54,2023-02-23 10:59:00,4.0,desktop
S70525,C1436,26/01/2025 21:25,2025-01-26 21:55:00,3.0,desktop
S70526,C1515,01/07/2023 12:50,2023-07-01 14:33:00,1.0,android
S70527,C1598,2023-02-10 15:00:00,2023-02-10 18:22:00,4.0,desktop
S70528,C1730,09/10/2024 05:41,2024-10-09 06:16:00,,android app
S70529,C1447,2023-10-19 15:18:00,2023-10-19 17:17:00,3.0,ios
S70530,C1669,09/06/2024 10:57,2024-06-09 14:55:00,1.0,desktop
S70531,C1142,2024-10-30 14:39:00,2024-10-30 15:59:00,4.0,mobile
S70532,C1094,19/06/2024 22:34,2024-06-20 01:03:00,1.0,android
S70533,C1199,2024-06-26 19:10:00,2024-06-26 22:25:00,10.0,web
S70534,C1151,06/03/2023 07:10,,10.0,ios
S70535,C1798,17/04/2024 07:34,2024-04-17 10:13:00,4.0,android app
S70536,C1756,01/05/2023 10:11,2023-05-01 12:58:00,1.0,android
S70537,C1375,06/06/2023 19:50,,3.0,mobile
S70538,C1061,01/08/2023 05:08,,2.0,mobile
S70539,C1537,11/08/2024 14:42,2024-08-11 15:57:00,,android
S70540,C1427,2024-11-26 05:49:00,2024-11-26 07:12:00,4.0,mobile
S70541,C1176,02/12/2023 08:02,2023-12-02 11:15:00,,ios
S70542,C1552,2023-04-25 09:37:00,2023-04-25 12:50:00,10.0,mobile
S70543,C1417,2024-11-17 21:15:00,2024-11-18 00:47:00,4.0,ios
S70544,C1549,17/07/2024 21:54,2024-07-17 23:44:00,3.0,desktop
S70545,C1321,30/10/2023 15:49,2023-10-30 16:19:00,3.0,android
S70546,C1395,2024-01-12 09:15:00,2024-01-12 10:32:00,4.0,android
S70547,C1299,18/10/2024 02:32,2024-10-18 05:32:00,4.0,ios
S70548,C1640,2024-07-03 12:50:00,2024-07-03 14:53:00,4.0,android
S70549,C1215,2023-11-15 11:38:00,2023-11-15 13:15:00,3.0,android
S70550,C1305,2023-10-02 14:34:00,2023-10-02 15:26:00,1.0,web
S70551,C1448,23/02/2023 01:30,2023-02-23 02:52:00,3.0,android app
S70552,C1395,06/10/2024 18:11,2024-10-06 19:13:00,3.0,mobile
S70553,C1051,24/01/2025 08:48,2025-01-24 10:36:00,5.0,android
S70554,C1701,14/03/2024 06:25,2024-03-14 08:49:00,3.0,desktop
S70555,C1696,2024-02-25 19:53:00,2024-02-25 21:58:00,3.0,android app
S70556,C1536,2024-06-19 07:30:00,2024-06-19 08:38:00,,web
S70557,C1551,25/12/2023 11:40,2023-12-25 12:54:00,3.0,web
S70558,C1179,2024-10-27 11:41:00,2024-10-27 14:46:00,4.0,mobile
S70559,C1215,18/01/2023 08:53,2023-01-18 10:51:00,1.0,ios
S70560,C1020,2023-12-11 17:15:00,2023-12-11 18:35:00,10.0,web
S70561,C1590,06/07/2024 15:23,2024-07-06 17:31:00,1.0,android
S70562,C1174,2023-02-09 00:55:00,2023-02-09 01:20:00,2.0,android
S70563,C1370,29/01/2025 15:47,2025-01-29 19:21:00,,android app
S70564,C1557,20/04/2024 01:39,2024-04-20 03:03:00,3.0,android
S70565,C1449,2024-08-18 01:46:00,2024-08-18 02:26:00,5.0,android
S70566,C1181,2023-07-12 03:28:00,2023-07-12 06:13:00,2.0,mobile
S70567,C1533,29/05/2023 03:40,2023-05-29 06:20:00,2.0,android app
S70568,C1612,2023-03-21 07:49:00,2023-03-21 10:34:00,5.0,ios
S70569,C1666,07/01/2024 18:45,2024-01-07 22:27:00,4.0,desktop
S70570,C1655,2024-05-27 00:18:00,2024-05-27 02:26:00,1.0,web
S70571,C1296,17/07/2023 06:15,2023-07-17 07:46:00,4.0,desktop
S70572,C1404,23/04/2023 11:43,2023-04-23 12:53:00,,mobile
S70573,C1478,2024-03-06 18:26:00,2024-03-06 21:53:00,3.0,android
S70574,C1680,28/09/2023 00:07,2023-09-28 00:02:00,,android
S70575,C1218,19/02/2023 02:19,2023-02-19 04:48:00,2.0,ios
S70576,C1402,20/02/2024 00:05,2024-02-20 01:06:00,2.0,desktop
S70577,C1214,2024-09-24 21:12:00,2024-09-25 00:24:00,3.0,ios
S70578,C1079,2023-08-02 10:11:00,2023-08-02 12:40:00,2.0,desktop
S70579,C1406,08/01/2023 13:10,2023-01-08 15:07:00,4.0,desktop
S70580,C1207,28/06/2023 12:03,2023-06-28 14:14:00,5.0,mobile
S70581,C1249,2024-12-04 18:13:00,2024-12-04 19:54:00,1.0,ios
S70582,C1016,2023-03-21 12:47:00,2023-03-21 13:05:00,10.0,android
S70583,C1567,2023-10-10 04:48:00,2023-10-10 08:09:00,4.0,ios
S70584,C1300,31/01/2024 12:53,2024-01-31 15:54:00,3.0,android
S70585,C1396,21/08/2023 07:07,2023-08-21 09:20:00,3.0,mobile
S70586,C1042,2024-01-24 03:18:00,2024-01-24 05:51:00,4.0,desktop
S70587,C1105,23/02/2023 17:09,2023-02-23 20:09:00,1.0,desktop
S70588,C1480,14/07/2023 03:00,2023-07-14 05:19:00,10.0,web
S70589,C1161,2023-03-07 15:05:00,2023-03-07 15:07:00,,android app
S70590,C1762,08/12/2024 14:07,2024-12-08 14:18:00,2.0,ios
S70591,C1403,08/09/2024 18:18,,3.0,desktop
S70592,C1155,2023-11-21 14:58:00,2023-11-21 16:09:00,1.0,mobile
S70593,C1526,26/01/2025 08:02,2025-01-26 11:21:00,5.0,android app
S70594,C1787,09/12/2023 03:38,2023-12-09 06:12:00,3.0,android
S70595,C1014,2024-11-12 20:36:00,2024-11-13 00:32:00,4.0,ios
S70596,C1241,2024-01-06 00:35:00,2024-01-06 02:05:00,5.0,web
S70597,C1212,17/03/2023 19:57,2023-03-17 21:38:00,5.0,web
S70598,C1717,27/12/2024 00:00,2024-12-27 02:01:00,5.0,mobile
S70599,C1414,14/02/2025 10:26,2025-02-14 11:14:00,1.0,android
S70600,C1319,2025-02-28 14:51:00,2025-02-28 15:47:00,3.0,android
S70601,C1623,2023-08-27 20:22:00,2023-08-27 20:44:00,2.0,desktop
S70602,C1050,2023-06-11 13:14:00,2023-06-11 16:19:00,3.0,android app
S70603,C1527,09/01/2024 19:23,2024-01-09 20:02:00,2.0,mobile
S70604,C1290,2023-03-31 15:51:00,2023-03-31 18:43:00,5.0,web
S70605,,18/03/2024 07:23,2024-03-18 08:04:00,3.0,android app
S70606,C1683,2023-07-06 08:07:00,2023-07-06 10:09:00,1.0,web
S70607,C1511,2023-09-03 20:01:00,2023-09-03 20:41:00,,desktop
S70608,C1288,2023-06-03 22:11:00,2023-06-04 01:23:00,2.0,android app
S70609,C1584,23/06/2024 12:30,2024-06-23 15:45:00,3.0,android
S70610,C1082,2023-04-11 01:25:00,2023-04-11 04:50:00,4.0,mobile
S70611,C1646,29/02/2024 10:47,2024-02-29 13:41:00,1.0,mobile
S70612,C1092,09/03/2024 00:10,2024-03-09 02:03:00,3.0,desktop
S70613,C1443,2023-10-29 18:10:00,2023-10-29 18:13:00,2.0,android
S70614,C1245,17/07/2023 11:56,2023-07-17 12:02:00,4.0,web
S70615,C1260,01/04/2024 14:28,2024-04-01 18:01:00,4.0,ios
S70616,C1667,2023-10-22 02:42:00,2023-10-22 03:52:00,3.0,mobile
S70617,C1724,05/11/2023 18:02,2023-11-05 20:51:00,4.0,web
S70618,C1227,12/01/2024 15:05,2024-01-12 18:46:00,10.0,ios
S70619,C1696,2024-05-25 10:12:00,2024-05-25 11:00:00,2.0,desktop
S70620,C1035,04/06/2023 04:45,2023-06-04 05:51:00,1.0,desktop
S70621,C1234,22/05/2024 21:39,2024-05-22 22:19:00,5.0,android
S70622,C1097,24/09/2024 15:44,2024-09-24 17:45:00,1.0,mobile
S70623,C1062,2024-11-24 11:10:00,2024-11-24 11:29:00,3.0,desktop
S70624,C1730,08/02/2024 03:20,2024-02-08 03:37:00,3.0,desktop
S70625,C1706,2024-06-23 14:58:00,2024-06-23 17:59:00,2.0,android app
S70626,C1100,19/06/2024 19:45,2024-06-19 20:04:00,4.0,mobile
S70627,C1397,2024-06-20 19:51:00,2024-06-20 22:37:00,4.0,android
S70628,C1421,01/01/2025 03:25,2025-01-01 04:27:00,10.0,desktop
S70629,C1240,2025-01-16 17:55:00,2025-01-16 19:09:00,5.0,android app
S70630,C1787,13/09/2023 03:30,2023-09-13 03:38:00,10.0,mobile
S70631,C1384,19/04/2023 10:55,2023-04-19 11:52:00,3.0,android app
S70632,C1441,2023-04-27 02:04:00,2023-04-27 02:38:00,2.0,android app
S70633,C1183,2023-09-22 05:46:00,,3.0,desktop
S70634,C1769,27/09/2023 03:10,2023-09-27 06:30:00,,mobile
S70635,C1147,2023-10-27 22:51:00,,4.0,web
S70636,C1536,2024-05-27 09:23:00,2024-05-27 10:15:00,5.0,web
S70637,C1280,09/11/2023 13:28,,3.0,desktop
S70638,C1371,11/08/2023 02:58,2023-08-11 05:27:00,2.0,ios
S70639,C1325,2024-11-19 06:28:00,2024-11-19 09:05:00,2.0,mobile
S70640,C1313,18/03/2023 23:30,2023-03-19 01:34:00,4.0,web
S70641,C1074,2025-01-01 08:05:00,2025-01-01 09:47:00,5.0,desktop
S70642,C1297,2024-08-10 00:43:00,2024-08-10 02:03:00,3.0,android app
S70643,C1768,2024-02-24 12:38:00,2024-02-24 14:43:00,3.0,android
S70644,C1002,2023-11-25 09:57:00,2023-11-25 12:06:00,,mobile
S70645,C1546,22/11/2023 20:03,2023-11-22 23:44:00,2.0,android
S70646,C1650,2024-07-09 11:30:00,2024-07-09 13:17:00,3.0,android
S70647,C1339,28/01/2025 00:12,2025-01-28 02:35:00,5.0,web
S70648,C1464,18/09/2023 00:57,,3.0,desktop
S70649,C1630,06/05/2023 20:50,2023-05-06 23:47:00,2.0,mobile
S70650,C1387,03/04/2023 15:25,2023-04-03 15:20:00,4.0,android
S70651,C1155,02/04/2023 14:01,2023-04-02 14:28:00,4.0,desktop
S70652,C1166,2024-02-01 03:13:00,2024-02-01 05:35:00,10.0,android app
S70653,C1588,2024-10-27 01:07:00,,3.0,ios
S70654,C1360,2023-04-17 21:08:00,2023-04-17 22:37:00,1.0,web
S70655,C1077,2024-04-07 06:34:00,2024-04-07 07:49:00,1.0,android app
S70656,C1782,15/08/2023 02:42,2023-08-15 06:11:00,4.0,android app
S70657,C1106,2024-06-18 20:53:00,2024-06-18 23:00:00,5.0,android
S70658,C1649,27/10/2024 02:29,2024-10-27 05:35:00,1.0,desktop
S70659,C1001,16/06/2023 00:15,2023-06-16 02:26:00,4.0,android
S70660,C1523,2023-11-22 15:37:00,2023-11-22 18:54:00,10.0,desktop
S70661,C1319,2024-01-25 11:53:00,2024-01-25 12:29:00,2.0,mobile
S70662,C1539,2024-03-08 08:00:00,2024-03-08 08:05:00,3.0,mobile
S70663,C1437,01/02/2023 02:36,,4.0,mobile
S70664,C1081,2023-03-07 21:49:00,2023-03-08 00:10:00,1.0,web
S70665,C1037,2024-10-27 23:58:00,2024-10-28 03:31:00,5.0,ios
S70666,C1391,2023-11-21 09:54:00,2023-11-21 10:14:00,10.0,mobile
S70667,C1748,2023-05-13 12:46:00,2023-05-13 13:42:00,3.0,android
S70668,C1792,2023-02-28 22:57:00,2023-03-01 01:43:00,,web
S70669,C1424,24/03/2024 17:52,2024-03-24 20:50:00,2.0,web
S70670,C1765,02/06/2023 09:04,2023-06-02 09:38:00,5.0,ios
S70671,C1044,2023-05-06 13:55:00,2023-05-06 17:18:00,2.0,mobile
S70672,C1757,2023-10-14 06:17:00,2023-10-14 07:57:00,10.0,web
S70673,C1675,19/02/2025 22:11,2025-02-20 01:09:00,,mobile
S70674,,2023-11-07 21:45:00,2023-11-08 01:38:00,3.0,android app
S70675,C1061,2023-03-13 03:16:00,2023-03-13 04:17:00,10.0,android
S70676,C1187,2024-04-29 10:56:00,2024-04-29 12:04:00,2.0,web
S70677,C1398,26/10/2023 21:25,2023-10-27 00:16:00,2.0,desktop
S70678,C1006,2024-03-22 04:17:00,2024-03-22 04:18:00,1.0,mobile
S70679,C1303,09/02/2025 16:09,2025-02-09 18:18:00,5.0,mobile
S70680,C1428,10/05/2023 07:53,2023-05-10 10:40:00,2.0,android app
S70681,C1605,2023-03-05 20:27:00,2023-03-05 21:47:00,1.0,desktop
S70682,C1018,28/10/2023 04:47,2023-10-28 06:47:00,5.0,web
S70683,C1652,2023-03-17 02:27:00,2023-03-17 03:21:00,3.0,mobile
S70684,C1106,2024-06-07 08:25:00,2024-06-07 10:54:00,3.0,ios
S70685,C1452,26/02/2023 07:33,2023-02-26 11:28:00,4.0,ios
S70686,C1268,2024-09-03 11:06:00,2024-09-03 12:12:00,10.0,desktop
S70687,C1627,04/10/2024 22:21,2024-10-05 00:00:00,10.0,ios
S70688,C1675,2024-09-20 04:15:00,2024-09-20 05:23:00,1.0,android
S70689,C1343,13/10/2023 22:27,2023-10-14 02:11:00,,android
S70690,C1204,05/02/2024 10:09,2024-02-05 12:01:00,5.0,android app
S70691,C1523,2023-03-08 15:18:00,2023-03-08 15:30:00,3.0,web
S70692,C1649,10/03/2024 08:20,2024-03-10 08:15:00,10.0,ios
S70693,C1639,2023-07-12 07:06:00,,1.0,ios
S70694,C1108,19/03/2024 08:37,2024-03-19 12:30:00,2.0,ios
S70695,C1736,2023-11-19 00:27:00,2023-11-19 02:26:00,2.0,web
S70696,C1388,2023-02-04 10:41:00,2023-02-04 12:01:00,4.0,ios
S70697,C1137,22/10/2023 03:06,2023-10-22 03:42:00,4.0,web
S70698,C1319,08/12/2024 06:30,2024-12-08 10:23:00,,mobile
S70699,C1284,30/10/2024 03:59,2024-10-30 06:24:00,2.0,android app
S70700,C1074,2023-08-18 20:43:00,2023-08-18 23:11:00,10.0,android
S70701,C1024,2023-10-25 20:27:00,2023-10-25 23:23:00,4.0,ios
S70702,C1426,30/01/2025 07:40,2025-01-30 10:40:00,10.0,mobile
S70703,C1398,2023-04-18 21:00:00,2023-04-18 21:44:00,5.0,mobile
S70704,C1641,23/05/2024 17:38,2024-05-23 19:23:00,2.0,android
S70705,C1503,2024-12-01 01:40:00,2024-12-01 02:22:00,2.0,android
S70706,C1558,10/05/2024 17:27,2024-05-10 18:12:00,5.0,desktop
S70707,C1557,13/08/2024 21:47,2024-08-13 22:32:00,5.0,android app
S70708,C1294,2023-11-25 14:47:00,2023-11-25 15:23:00,2.0,android app
S70709,C1327,2024-01-20 01:07:00,2024-01-20 01:09:00,4.0,mobile
S70710,C1481,24/07/2024 16:14,2024-07-24 16:16:00,,android
S70711,C1226,15/01/2023 08:06,2023-01-15 09:15:00,,web
S70712,C1151,13/12/2024 21:20,2024-12-14 00:10:00,1.0,android app
S70713,C1077,2024-10-11 08:40:00,2024-10-11 09:18:00,3.0,android app
S70714,C1440,18/10/2023 15:19,2023-10-18 16:01:00,5.0,mobile
S70715,C1357,2024-05-25 07:15:00,2024-05-25 08:44:00,4.0,ios
S70716,C1057,01/10/2023 22:14,2023-10-02 00:22:00,10.0,desktop
S70717,C1181,2024-01-16 20:53:00,2024-01-16 23:15:00,10.0,mobile
