transaction_id,customer_id,product_id,quantity,unit_price,total_amount,created_at,payment_status,order_source
T50764,C1000,P243,1,41.98,41.98,07-10-2023 22:34,charged_back,partner
T50765,C1093,P202,1,173.46,173.46,2024-10-04 20:28:00,paid,
T50766,C1618,P206,2,77.74,155.48,26-02-2023 21:56,PAID,mobile
T50767,C1633,P234,1,174.12,174.12,2024-07-19 08:51:00,,web
T50768,C1652,P240,5,208.75,1043.75,2024-04-22 14:37:00,refunded,web
T50769,C1311,P222,1,70.44,70.44,11/27/2023 10:16 PM,charged_back,web
T50770,C1520,P227,1,12.99,12.99,03/14/2023 08:50 PM,paid,mobile
T50771,C1575,P239,1,45.11,45.11,31-03-2024 13:31,refunded,mobile
T50772,C1211,P241,2,156.56,313.12,2023-11-18 10:12:00,,mobile
T50773,C1670,P217,1,,,2024-08-30 16:04:00,,partner
T50774,C1687,P221,1,107.61,107.61,07/11/2024 05:39 PM,charged_back,web
T50775,C1467,P217,3,225.91,677.73,12/02/2024 01:53 AM,,
T50776,C1349,P217,5,212.79,1063.95,2024-04-08 23:13:00,paid,partner
T50777,C1372,P206,2,80.03,160.06,2024-04-18 16:04:00,paid,partner
T50778,C1055,P216,1,16.36,16.36,2023-12-28 18:04:00,PAID,partner
T50779,C1228,P241,1,177.62,177.62,2023-11-25 15:38:00,charged_back,store
T50780,C1465,P237,5,227.61,1138.05,01-03-2023 17:37,PAID,web
T50781,C1339,P225,1,128.89,128.89,06-11-2023 11:32,paid,
T50782,C1573,P229,3,134.44,403.32,2024-09-15 22:40:00,,partner
T50783,C1785,P249,1,125.52,125.52,04-02-2024 05:25,paid,
T50784,C1634,P243,1,40.73,40.73,07/17/2024 06:32 AM,paid,mobile
T50785,C1614,P247,2,241.57,483.14,2023-09-27 17:32:00,PAID,store
T50786,C1484,P215,2,105.82,211.64,29-03-2024 13:13,refunded,
T50787,C1733,P246,1,-2.41,-2.41,2024-06-21 00:55:00,charged_back,mobile
T50788,C1672,P243,3,44.22,132.66,2023-06-09 00:43:00,paid,mobile
T50789,C1372,P237,2,193.46,386.92,05-05-2024 12:05,PAID,store
T50790,C1733,P249,1,162.58,162.58,06/04/2023 07:37 AM,,store
T50791,C1463,P212,3,-0.55,-1.65,02/13/2024 09:06 PM,paid,store
T50792,C1116,P233,5,323.22,1616.1,04-07-2023 03:59,PAID,web
T50793,C1099,P221,3,88.99,266.97,08-10-2024 21:38,pending,partner
T50794,C1777,P243,1,52.45,52.45,2023-01-29 20:54:00,PAID,web
T50795,C1674,P244,2,-2.67,-5.34,12/08/2023 11:05 PM,paid,partner
T50796,C1227,P211,2,163.04,326.08,14-07-2024 17:06,PAID,mobile
T50797,C1002,P220,2,27.76,55.52,08-06-2023 18:41,paid,store
T50798,C1349,P235,2,119.32,238.64,07/06/2024 04:41 PM,,partner
T50799,C1363,P200,3,105.32,315.96,01-02-2024 20:50,charged_back,mobile
T50800,C1648,P243,3,41.69,125.07,2025-02-19 03:32:00,paid,web
T50801,C1298,P200,1,103.38,103.38,2025-02-24 04:52:00,paid,mobile
T50802,C1560,P204,1,118.44,118.44,2023-01-28 20:52:00,refunded,web
T50803,C1534,P200,5,117.54,587.7,2024-05-15 00:58:00,refunded,store
T50804,C1382,P226,5,37.34,186.7,16-02-2024 12:45,charged_back,web
T50805,C1718,P206,1,88.1,88.1,02/17/2025 07:02 PM,,web
T50806,C1108,P233,2,291.13,582.26,2023-05-02 01:29:00,charged_back,web
T50807,C1046,P206,3,93.62,280.86,2024-08-23 04:14:00,,mobile
T50808,C1168,P243,1,46.58,46.58,05/07/2024 04:37 AM,refunded,store
T50809,C1504,P228,3,139.7,419.1,2024-07-22 04:24:00,PAID,mobile
T50810,C1143,P222,1,81.06,81.06,2024-07-20 19:57:00,paid,mobile
T50811,C1734,P214,1,114.55,114.55,2026-02-10 07:17:00,pending,web
T50812,C1760,P246,1,-9.31,-9.31,12/24/2024 04:42 PM,,web
T50813,C1738,P218,1,301.82,301.82,2024-03-23 21:19:00,,mobile
T50814,C1419,P216,3,13.19,39.57,09/14/2024 02:58 PM,,web
T50815,C1109,P212,5,-4.37,-21.85,17-02-2023 07:45,PAID,web
T50816,C1260,P202,1,134.31,134.31,20-11-2023 01:26,charged_back,web
T50817,C1625,P201,3,52.9,158.7,05/17/2024 10:29 AM,charged_back,mobile
T50818,C1200,P239,1,69.73,69.73,06/07/2024 07:26 PM,charged_back,partner
T50819,C1192,P205,3,102.19,306.57,15-06-2024 23:55,charged_back,
T50820,C1123,P203,1,121.17,121.17,08/19/2023 06:21 AM,paid,mobile
T50821,C1402,P238,5,46.25,231.25,12/29/2023 10:28 PM,paid,partner
T50822,C1220,P242,3,34.89,104.67,2023-01-14 15:28:00,pending,
T50823,C1468,P213,1,156.39,156.39,2023-08-30 23:06:00,,mobile
T50824,C1195,P238,1,58.96,58.96,02/23/2025 05:53 AM,PAID,web
T50825,C1733,P240,2,165.43,330.86,2024-11-04 06:06:00,charged_back,mobile
T50826,C1346,P207,2,1.68,3.36,2023-11-27 10:21:00,refunded,mobile
T50827,C1110,P245,5,154.26,771.3,09-10-2024 01:43,,web
T50828,C1775,P207,3,11.21,33.63,25-02-2025 10:28,charged_back,
T50829,C1424,P205,2,78.42,156.84,11/23/2024 01:22 AM,PAID,partner
T50830,C1047,P238,1,52.6,52.6,05/11/2023 08:05 PM,refunded,web
T50831,C1648,P208,1,168.11,168.11,06/21/2024 03:39 PM,paid,web
T50832,C1688,P224,1,58.57,58.57,09-09-2024 21:56,paid,
T50833,C1602,P242,1,44.31,44.31,2025-01-26 07:33:00,PAID,
T50834,C1126,P248,1,139.64,139.64,2023-10-08 22:52:00,pending,
T50835,C1790,P241,1,156.58,156.58,14-10-2023 08:02,charged_back,partner
T50836,C1461,P236,1,18.0,18.0,11/15/2023 11:32 AM,,web
T50837,C1468,P211,3,169.41,508.23,07/04/2024 06:06 AM,,store
T50838,C1674,P207,2,12.36,24.72,20-03-2023 09:04,,mobile
T50839,C1603,P244,3,-6.8,-20.4,2023-11-12 15:03:00,PAID,web
T50840,C1516,P211,5,158.21,791.05,29-10-2024 22:06,charged_back,partner
T50841,C1137,P216,1,4.36,4.36,09-02-2025 04:59,pending,web
T50842,C1510,P218,1,251.6,251.6,08/21/2023 08:50 PM,charged_back,store
T50843,C1004,P229,3,122.22,366.66,11/27/2023 01:12 AM,paid,store
T50844,C1543,P242,3,49.47,148.41,2024-02-15 17:28:00,charged_back,
T50845,C1753,P204,1,125.47,125.47,04/27/2023 10:40 AM,charged_back,
T50846,C1049,P240,1,226.95,226.95,2025-02-07 12:52:00,refunded,
T50847,C1566,P229,2,139.01,278.02,2025-03-06 17:38:00,,web
T50848,C1443,P217,1,179.82,179.82,03/18/2023 11:02 PM,pending,partner
T50849,C1599,P249,3,128.74,386.22,19-08-2024 20:28,PAID,mobile
T50850,C1494,P227,1,3.54,3.54,2024-04-06 19:28:00,pending,web
T50851,C1520,P244,1,-8.97,-8.97,2024-07-04 01:55:00,charged_back,web
T50852,C1799,P242,1,40.72,40.72,05/26/2023 07:40 AM,,web
T50853,C1181,P249,1,130.9,130.9,2023-11-06 20:17:00,PAID,store
T50854,C1708,P249,3,157.16,471.48,2024-01-01 13:32:00,,web
T50855,C1592,P220,3,22.22,66.66,26-10-2023 08:26,paid,mobile
T50856,C1177,P216,5,11.11,55.55,04/29/2024 06:51 PM,PAID,
T50857,C1748,P210,5,100.02,500.1,10/28/2023 12:58 AM,refunded,
T50858,C1131,P249,1,121.73,121.73,02/18/2025 07:52 AM,refunded,partner
T50859,C1106,P204,1,134.08,134.08,03/01/2025 01:46 PM,paid,store
T50860,C1396,P217,1,197.98,197.98,2024-03-13 09:52:00,pending,store
T50861,C1673,P249,3,151.87,455.61,23-01-2023 02:27,paid,store
T50862,C1614,P203,3,112.42,337.26,2023-08-12 04:39:00,refunded,
T50863,C1620,P224,1,57.26,57.26,2023-11-23 15:13:00,pending,web
T50864,C1329,P224,2,46.68,93.36,02/15/2025 03:32 PM,charged_back,web
T50865,C1516,P221,1,112.88,112.88,11/08/2024 06:55 AM,refunded,web
T50866,C1393,P203,1,90.42,90.42,2023-05-02 11:37:00,,store
T50867,C1428,P216,1,5.3,5.3,25-05-2024 11:28,PAID,web
T50868,C1623,P216,5,16.85,84.25,12/24/2024 05:38 AM,,mobile
T50869,C1709,P211,1,169.97,169.97,12/21/2024 09:09 PM,,partner
T50870,C1780,P228,1,146.56,146.56,09-11-2024 14:14,charged_back,partner
T50871,C1254,P204,1,147.16,147.16,2023-04-17 16:25:00,pending,store
T50872,C1280,P231,1,43.57,43.57,07/26/2024 11:13 PM,,store
T50873,C1407,P212,5,8.19,40.95,12/28/2024 01:08 AM,PAID,store
T50874,C1351,P239,2,55.06,110.12,08/01/2024 02:21 AM,,store
T50875,C1301,P225,5,,,2024-07-26 11:58:00,PAID,web
T50876,C1463,P211,5,N/A,,23-12-2024 21:19,refunded,partner
T50877,C1136,P241,2,179.06,358.12,10/19/2024 05:52 AM,pending,
T50878,C1141,P231,3,55.7,167.1,21-08-2023 07:11,paid,web
T50879,C1422,P206,5,76.7,383.5,11/04/2023 02:24 AM,paid,mobile
T50880,C1616,P209,1,49.29,49.29,2025-01-24 11:04:00,charged_back,store
T50881,C1716,P234,3,135.85,407.55,07/17/2024 11:40 AM,pending,
T50882,C1766,P249,3,123.14,369.42,01/26/2025 08:34 AM,paid,web
T50883,C1524,P227,1,13.04,13.04,11-09-2023 18:27,charged_back,
T50884,C1306,P213,3,113.95,341.85,2024-02-03 00:29:00,charged_back,web
T50885,C1718,P239,1,67.7,67.7,2023-08-01 09:18:00,,
T50886,C1560,P241,2,193.49,386.98,29-01-2024 15:45,pending,partner
T50887,C1321,P206,1,65.51,65.51,09/18/2023 12:11 PM,,mobile
T50888,C1728,P228,1,136.2,136.2,2025-01-14 03:22:00,PAID,web
T50889,C1754,P245,1,168.78,168.78,30-01-2025 20:36,charged_back,store
T50890,C1566,P216,2,15.05,30.1,01-01-2024 17:18,,web
T50891,C1647,P206,1,93.59,93.59,27-10-2024 02:58,charged_back,mobile
T50892,C1222,P202,2,146.91,293.82,10/04/2024 03:17 PM,refunded,
T50893,C1205,P204,1,150.21,150.21,2025-01-28 19:07:00,pending,
T50894,C1214,P204,1,145.71,145.71,10-03-2024 02:28,PAID,partner
T50895,C1639,P236,5,17.52,87.6,2023-01-04 10:00:00,paid,
T50896,C1731,P246,1,-1.59,-1.59,06/15/2023 05:04 AM,PAID,web
T50897,C1297,P216,5,17.35,86.75,06/09/2024 09:06 PM,refunded,web
T50898,C1703,P249,1,133.53,133.53,19-02-2024 18:35,,partner
T50899,C1353,P228,2,113.28,226.56,03/15/2023 08:53 PM,paid,partner
T50900,C1688,P201,3,47.61,142.83,10/21/2023 03:14 AM,charged_back,web
T50901,C1135,P231,1,50.94,50.94,20-02-2025 09:53,,mobile
T50902,C1727,P209,1,43.16,43.16,08-10-2023 21:30,charged_back,partner
T50903,C1665,P241,2,167.27,334.54,31-01-2024 22:56,pending,
T50904,C1182,P240,5,161.24,806.2,03/01/2023 10:37 PM,PAID,store
T50905,C1515,P200,1,97.41,97.41,19-09-2023 17:13,charged_back,mobile
T50906,C1555,P202,5,,,2024-12-11 15:51:00,pending,web
T50907,C1710,P242,2,48.18,96.36,05-04-2024 09:01,charged_back,store
T50908,C1652,P224,1,62.21,62.21,2025-01-23 04:37:00,charged_back,mobile
T50909,C1330,P217,2,184.35,368.7,2025-01-06 04:34:00,PAID,store
T50910,C1727,P209,1,49.42,49.42,19-02-2024 09:42,refunded,store
T50911,C1118,P244,1,-9.86,-9.86,10/14/2024 07:12 AM,pending,web
T50912,C1779,P221,1,,,28-02-2025 00:51,PAID,mobile
T50913,C1360,P225,1,126.51,126.51,2023-06-05 13:54:00,PAID,mobile
T50914,C1575,P236,1,12.05,12.05,10/11/2024 11:59 AM,,mobile
T50915,C1491,P200,1,94.44,94.44,06-02-2025 00:36,,partner
T50916,C1596,P232,1,23.29,23.29,01/13/2025 08:37 PM,pending,store
T50917,C1584,P245,3,157.48,472.44,29-01-2024 22:52,,
T50918,C1683,P249,1,144.86,144.86,07/11/2023 03:35 AM,PAID,mobile
T50919,C1727,P231,1,49.89,49.89,13-07-2023 13:24,pending,store
T50920,C1427,P230,1,144.74,144.74,08-04-2024 14:07,refunded,mobile
T50921,C1690,P227,2,9.86,19.72,2024-09-06 23:24:00,PAID,
T50922,C1765,P225,1,105.76,105.76,03/01/2024 01:27 PM,refunded,partner
T50923,C1546,P246,5,-5.87,-29.35,21-03-2023 00:08,pending,
T50924,C1292,P249,3,130.55,391.65,17-11-2023 23:25,charged_back,store
T50925,C1432,P204,1,130.82,130.82,09/04/2023 08:11 AM,PAID,web
T50926,C1013,P234,1,136.05,136.05,2023-02-02 04:50:00,PAID,
T50927,C1535,P214,1,103.21,103.21,12-05-2023 04:43,PAID,web
T50928,C1109,P200,1,118.76,118.76,16-12-2024 07:17,charged_back,
T50929,C1025,P224,1,46.35,46.35,2024-09-20 18:34:00,paid,mobile
T50930,C1390,P244,1,-16.62,-16.62,10-02-2023 02:57,refunded,store
T50931,C1148,P249,1,145.16,145.16,02-08-2023 23:28,pending,web
T50932,C1054,P230,1,118.61,118.61,2024-03-09 17:14:00,refunded,
T50933,C1686,P207,1,7.46,7.46,2024-03-07 15:22:00,paid,
T50934,C1057,P236,5,10.64,53.2,09/24/2024 11:01 PM,paid,partner
T50935,C1204,P234,1,127.54,127.54,07-04-2023 15:55,PAID,store
T50936,C1273,P222,1,67.93,67.93,2024-04-08 19:04:00,refunded,mobile
T50937,C1768,P221,3,88.16,264.48,12/02/2023 04:40 AM,paid,mobile
T50938,C1164,P243,1,51.56,51.56,11/08/2023 08:52 AM,,
T50939,C1293,P219,1,75.17,75.17,02/18/2024 03:17 AM,charged_back,
T50940,C1699,P225,1,145.3,145.3,10/28/2023 12:39 AM,pending,mobile
T50941,C1256,P203,1,102.84,102.84,06/18/2023 06:15 AM,charged_back,partner
T50942,C1149,P240,1,230.74,230.74,2025-03-06 11:04:00,,
T50943,C1063,P241,1,141.53,141.53,2024-04-13 09:54:00,PAID,partner
T50944,C1707,P205,1,100.06,100.06,02/09/2024 11:27 AM,paid,store
T50945,C1302,P223,1,105.01,105.01,11/11/2023 04:55 AM,refunded,store
T50946,C1208,P234,5,170.41,852.05,2024-01-21 01:07:00,charged_back,store
T50947,C1771,P221,1,133.1,133.1,2024-07-16 12:15:00,charged_back,web
T50948,C1554,P205,2,91.4,182.8,16-05-2024 04:24,paid,web
T50949,C1033,P229,5,128.57,642.85,12-08-2023 02:36,PAID,partner
T50950,C1367,P248,1,139.52,139.52,2024-08-21 11:47:00,paid,web
T50951,C1463,P249,1,155.33,155.33,20-10-2024 12:57,PAID,partner
T50952,C1104,P218,1,300.13,300.13,2024-09-19 20:21:00,charged_back,web
T50953,C1630,P241,1,182.5,182.5,2023-12-31 18:48:00,PAID,
T50954,C1691,P212,2,4.89,9.78,2023-06-11 20:11:00,PAID,
T50955,C1757,P211,1,183.24,183.24,12-05-2024 21:28,refunded,store
T50956,C1575,P235,1,119.69,119.69,2024-01-20 08:51:00,refunded,web
T50957,C1229,P202,1,149.81,149.81,04/05/2023 09:38 AM,pending,web
T50958,C1760,P224,5,49.76,248.8,02/16/2023 12:13 AM,refunded,web
T50959,C1662,P242,1,41.36,41.36,2024-07-14 10:00:00,,store
T50960,C1574,P212,3,5.14,15.42,03-07-2023 23:51,paid,web
T50961,C1398,P219,3,71.74,215.22,12/09/2023 10:04 AM,refunded,store
T50962,C1243,P244,2,-9.3,-18.6,16-01-2025 23:13,,mobile
T50963,C1523,P224,5,57.96,289.8,2025-03-11 08:49:00,paid,web
T50964,C1712,P206,1,83.72,83.72,2023-10-23 21:16:00,refunded,web
T50965,C1294,P240,1,183.31,183.31,16-07-2024 12:30,PAID,store
T50966,C1709,P244,1,-12.55,-12.55,2023-05-25 05:34:00,charged_back,
T50967,C1680,P222,1,77.47,77.47,07/02/2024 07:36 AM,PAID,
T50968,C1048,P231,1,58.49,58.49,01/01/2023 09:30 AM,refunded,web
T50969,C1390,P205,1,87.31,87.31,02/12/2025 07:14 AM,paid,
T50970,C1396,P240,3,222.84,668.52,09-03-2023 08:59,pending,web
T50971,C1426,P228,2,135.81,271.62,2024-01-05 08:24:00,,store
T50972,C1701,P247,5,221.57,1107.85,2025-01-18 23:44:00,charged_back,web
T50973,C1320,P212,1,9.82,9.82,2023-03-27 11:43:00,PAID,mobile
T50974,C1565,P208,1,166.12,166.12,2024-05-08 09:37:00,refunded,partner
T50975,C1055,P202,3,140.56,421.68,22-07-2023 04:22,PAID,partner
T50976,C1013,P212,2,-0.61,-1.22,04/06/2023 03:16 AM,,web
T50977,C1761,P201,5,53.25,266.25,2027-06-02 18:29:00,,partner
T50978,C1257,P246,1,N/A,,2024-06-22 16:29:00,charged_back,web
T50979,C1207,P237,1,186.29,186.29,08/26/2024 10:13 AM,pending,mobile
T50980,C1635,P215,3,94.49,283.47,03/07/2023 04:55 AM,refunded,
T50981,C1799,P231,3,53.82,161.46,05-12-2024 00:18,refunded,
T50982,C1453,P224,1,49.06,49.06,2023-01-15 18:20:00,pending,
T50983,C1230,P204,3,154.04,462.12,20-10-2023 07:28,pending,web
T50984,C1648,P234,1,132.84,132.84,2024-05-22 20:27:00,refunded,partner
T50985,C1721,P241,1,,,03/11/2024 03:32 AM,charged_back,web
T50986,C1726,P219,1,84.74,84.74,07/18/2023 01:44 AM,,web
T50987,C1663,P231,1,58.01,58.01,25-06-2024 11:32,refunded,store
T50988,C1376,P234,1,170.2,170.2,2023-02-22 01:06:00,paid,web
T50989,C1773,P228,5,130.13,650.65,10-01-2025 22:34,refunded,
T50990,C1602,P201,1,62.46,62.46,05/06/2024 07:05 AM,PAID,partner
T50991,C1559,P202,1,167.63,167.63,11/16/2023 06:37 AM,,store
T50992,C1756,P221,3,N/A,,2023-03-28 10:05:00,pending,web
T50993,C1617,P203,3,91.1,273.3,2023-03-08 08:14:00,PAID,mobile
T50994,C1201,P221,2,109.86,219.72,19-03-2024 15:34,charged_back,
T50995,C1794,P246,1,N/A,,2024-02-27 05:40:00,pending,partner
T50996,C1742,P202,5,,,17-04-2023 00:31,charged_back,partner
T50997,C1198,P225,1,104.68,104.68,15-07-2024 02:35,PAID,web
T50998,C1301,P207,2,8.71,17.42,29-09-2026 03:02,paid,web
T50999,C1459,P213,5,107.33,536.65,09/21/2024 09:25 PM,paid,web
T51000,C1181,P241,3,137.83,413.49,08-10-2024 16:20,refunded,mobile
T51001,C1699,P242,1,48.78,48.78,09-03-2024 09:08,PAID,
T51002,C1076,P233,1,241.71,241.71,2023-12-05 14:53:00,refunded,
T51003,C1191,P229,3,130.66,391.98,02/24/2023 01:41 PM,charged_back,mobile
T51004,C1177,P243,2,51.64,103.28,15-07-2024 20:53,PAID,web
T51005,C1752,P234,5,128.46,642.3,01/03/2023 04:55 AM,,web
T51006,C1526,P209,3,45.63,136.89,03/14/2024 06:42 PM,PAID,mobile
T51007,C1122,P247,1,241.07,241.07,2023-07-22 07:59:00,refunded,web
T51008,C1386,P237,2,193.54,387.08,08-01-2025 02:23,pending,web
T51009,C1041,P214,3,128.08,384.24,15-03-2026 05:45,,web
T51010,C1438,P204,2,134.99,269.98,2025-01-30 06:00:00,pending,store
T51011,C1285,P202,1,148.15,148.15,18-02-2024 01:03,paid,web
T51012,C1569,P247,1,258.35,258.35,07/09/2023 06:03 AM,charged_back,
T51013,C1270,P209,5,56.18,280.9,07/09/2023 04:27 PM,refunded,mobile
T51014,C1133,P231,1,54.17,54.17,2023-12-10 20:44:00,PAID,partner
T51015,C1164,P241,3,149.71,449.13,2023-12-10 22:01:00,refunded,store
T51016,C1598,P201,5,54.67,273.35,22-11-2024 10:58,refunded,store
T51017,C1261,P230,2,154.95,309.9,2023-05-22 05:18:00,refunded,web
T51018,C1005,P239,5,64.52,322.6,2025-01-28 03:06:00,PAID,web
T51019,C1338,P202,2,143.61,287.22,10/24/2023 04:01 AM,refunded,mobile
T51020,C1477,P215,2,124.83,249.66,18-02-2024 13:30,paid,
T51021,C1726,P244,1,-10.05,-10.05,02/07/2023 03:20 AM,charged_back,mobile
T51022,C1158,P241,3,161.68,485.04,19-03-2023 08:20,,store
T51023,C1040,P208,2,168.58,337.16,01/26/2025 06:36 PM,charged_back,store
T51024,C1157,P200,5,99.37,496.85,26-05-2023 00:06,PAID,web
T51025,C1330,P211,3,,,02/16/2024 01:57 PM,charged_back,mobile
T51026,C1611,P240,5,181.23,906.15,09/13/2023 06:54 AM,pending,
T51027,C1052,P203,1,86.35,86.35,27-01-2025 16:09,paid,web
T51028,C1792,P219,1,65.4,65.4,12-05-2023 04:54,refunded,web
T51029,C1640,P206,1,78.39,78.39,20-05-2023 08:02,PAID,web
T51030,C1630,P229,1,151.57,151.57,02/02/2023 10:14 AM,,web
T51031,C1677,P239,2,48.27,96.54,24-08-2024 04:11,pending,
T51032,C1308,P210,1,117.61,117.61,2024-11-11 05:03:00,,mobile
T51033,C1502,P237,2,230.03,460.06,17-01-2024 12:08,,mobile
T51034,C1586,P204,1,N/A,,01-11-2024 00:06,charged_back,web
T51035,C1563,P206,1,85.23,85.23,11/10/2024 11:39 PM,pending,web
T51036,C1366,P207,2,6.48,12.96,2025-02-14 01:54:00,,store
T51037,C1074,P231,2,48.85,97.7,03/19/2023 03:48 AM,,mobile
T51038,C1724,P238,3,64.56,193.68,08/01/2023 08:34 AM,paid,web
T51039,C1325,P239,1,61.95,61.95,2023-11-11 06:14:00,pending,web
T51040,C1538,P214,1,130.35,130.35,12-08-2024 03:12,pending,partner
T51041,C1225,P204,1,142.19,142.19,08/22/2023 08:11 PM,charged_back,mobile
T51042,C1188,P212,3,5.62,16.86,2024-01-08 05:33:00,,web
T51043,C1533,P227,1,9.42,9.42,23-01-2024 03:50,,web
T51044,C1069,P221,1,N/A,,08/08/2023 05:15 AM,charged_back,
T51045,C1517,P247,1,239.92,239.92,07/09/2027 07:16 PM,,mobile
T51046,C1163,P243,1,43.96,43.96,12/10/2023 01:43 PM,charged_back,mobile
T51047,C1425,P225,2,136.86,273.72,10/18/2023 10:08 AM,PAID,web
T51048,C1556,P220,3,30.97,92.91,10-08-2023 09:11,paid,web
T51049,C1549,P207,1,7.68,7.68,2024-05-27 12:19:00,charged_back,partner
T51050,C1413,P243,1,62.1,62.1,2025-03-02 09:39:00,pending,mobile
T51051,C1094,P236,3,23.06,69.18,03/29/2024 01:50 PM,refunded,mobile
T51052,C1357,P234,1,132.85,132.85,01/06/2023 05:16 AM,paid,web
T51053,C1226,P208,2,176.66,353.32,08/20/2024 04:27 PM,refunded,mobile
T51054,C1218,P220,3,23.67,71.01,03/15/2024 06:17 AM,,mobile
T51055,C1679,P213,3,116.26,348.78,2023-06-28 23:03:00,pending,store
T51056,C1339,P248,1,149.56,149.56,17-01-2025 18:22,refunded,
T51057,C1339,P202,2,177.56,355.12,11-09-2023 13:48,pending,
T51058,C1369,P237,2,176.28,352.56,09-04-2024 20:42,,mobile
T51059,C1300,P211,2,187.16,374.32,2024-04-29 20:57:00,pending,
T51060,C1223,P221,2,89.72,179.44,2023-09-06 08:42:00,refunded,web
T51061,C1770,P204,2,133.85,267.7,08/09/2024 05:40 PM,pending,partner
T51062,C1633,P207,1,7.62,7.62,2024-10-02 11:11:00,refunded,web
T51063,C1543,P217,2,202.22,404.44,28-09-2024 15:53,PAID,web
T51064,C1486,P209,1,54.83,54.83,26-08-2023 11:25,,web
T51065,C1574,P248,1,113.03,113.03,2025-03-03 02:21:00,paid,mobile
T51066,C1770,P226,2,27.12,54.24,05-12-2024 05:24,paid,web
T51067,C1664,P210,1,90.96,90.96,02/18/2024 11:52 AM,,mobile
T51068,C1009,P244,1,-7.81,-7.81,25-05-2026 18:54,pending,store
T51069,C1117,P223,2,83.97,167.94,03/09/2023 08:31 AM,charged_back,web
T51070,C1684,P235,1,123.81,123.81,21-02-2025 12:10,pending,mobile
T51071,C1354,P210,1,91.31,91.31,01/14/2024 07:55 AM,paid,mobile
T51072,C1456,P228,5,111.16,555.8,2024-10-16 16:03:00,PAID,web
T51073,C1246,P215,1,N/A,,2024-09-26 13:26:00,refunded,web
T51074,C1657,P237,1,218.61,218.61,11/04/2023 03:17 AM,charged_back,web
T51075,C1628,P202,1,154.51,154.51,2024-04-29 11:14:00,refunded,store
T51076,C1636,P208,1,200.45,200.45,2023-09-13 12:54:00,paid,store
T51077,C1249,P206,3,N/A,,08/18/2024 10:23 PM,PAID,mobile
T51078,C1040,P240,3,224.0,672.0,13-06-2023 09:56,pending,web
T51079,C1698,P239,3,51.74,155.22,03/28/2024 08:59 AM,PAID,web
T51080,C1328,P224,5,47.45,237.25,22-02-2025 12:27,paid,mobile
T51081,C1390,P249,1,129.88,129.88,01/06/2025 10:42 AM,,web
T51082,C1116,P210,1,N/A,,08/27/2023 10:13 AM,refunded,partner
T51083,C1395,P201,1,52.55,52.55,07/28/2024 06:44 PM,charged_back,web
T51084,C1262,P231,1,54.62,54.62,12/06/2024 10:59 PM,PAID,web
T51085,C1553,P205,1,87.43,87.43,2026-08-10 04:48:00,,mobile
T51086,C1741,P200,1,122.11,122.11,11-10-2024 18:35,pending,web
T51087,C1289,P200,1,116.12,116.12,2023-12-14 23:15:00,charged_back,
T51088,C1025,P211,1,147.06,147.06,06/07/2023 09:12 AM,,store
T51089,C1529,P205,3,94.03,282.09,12/25/2024 12:31 PM,pending,store
T51090,C1788,P245,1,148.56,148.56,08/29/2024 04:19 AM,charged_back,
T51091,C1383,P241,1,169.42,169.42,04/16/2023 10:30 AM,refunded,partner
T51092,C1526,P237,1,N/A,,2023-03-25 05:41:00,PAID,store
T51093,C1520,P218,5,255.41,1277.05,13-04-2024 20:44,pending,web
T51094,C1456,P226,1,49.8,49.8,2024-03-04 06:47:00,refunded,
T51095,C1498,P244,1,-9.8,-9.8,2024-10-02 17:59:00,refunded,
T51096,C1044,P249,1,125.09,125.09,08/18/2023 10:17 AM,PAID,web
T51097,C1303,P230,5,N/A,,08/06/2023 09:18 PM,paid,web
T51098,C1667,P244,5,0.2,1.0,02/25/2024 05:21 PM,charged_back,
T51099,C1197,P208,1,200.04,200.04,2024-05-27 23:27:00,PAID,web
T51100,C1328,P213,1,134.49,134.49,09/10/2023 09:36 PM,charged_back,
T51101,C1526,P209,5,47.49,237.45,01/27/2023 01:50 PM,charged_back,web
T51102,C1084,P240,3,N/A,,04/14/2023 12:46 PM,paid,
T51103,C1098,P217,1,195.15,195.15,07/05/2024 04:18 AM,PAID,web
T51104,C1171,P233,5,264.47,1322.35,02-08-2024 15:37,PAID,
T51105,C1791,P228,5,111.98,559.9,10/16/2024 07:39 AM,pending,
T51106,C1550,P226,3,26.32,78.96,09/15/2024 05:50 PM,pending,web
T51107,C1546,P215,1,111.67,111.67,11/04/2024 02:26 AM,paid,store
T51108,C1007,P211,1,154.8,154.8,09/25/2025 11:55 AM,charged_back,store
T51109,C1641,P239,1,50.43,50.43,2023-08-18 21:32:00,PAID,partner
T51110,C1067,P244,1,-5.35,-5.35,27-03-2023 03:25,pending,mobile
T51111,C1215,P202,1,165.36,165.36,03/11/2025 04:41 PM,refunded,mobile
T51112,C1686,P238,2,54.04,108.08,07/21/2023 10:29 PM,PAID,partner
T51113,C1644,P211,2,161.92,323.84,04/01/2023 12:15 AM,,partner
T51114,C1792,P245,3,129.31,387.93,24-01-2023 15:51,pending,web
T51115,C1218,P231,5,64.85,324.25,02-08-2023 15:08,pending,mobile
T51116,C1701,P239,1,59.09,59.09,01/24/2024 01:30 AM,paid,partner
T51117,C1434,P205,2,97.57,195.14,08-12-2024 05:49,paid,mobile
